id,player_fifa_api_id,player_api_id,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
104830,210363,114672,73.0,73.0,left,medium,medium,69.0,65.0,39.0,74.0,62.0,77.0,71.0,69.0,73.0,77.0,81.0,82.0,85.0,69.0,86.0,74.0,60.0,66.0,58.0,70.0,56.0,43.0,66.0,73.0,59.0,29.0,29.0,28.0,16.0,8.0,9.0,9.0,7.0
104831,210363,114672,73.0,73.0,left,medium,medium,69.0,65.0,39.0,74.0,62.0,77.0,71.0,69.0,73.0,77.0,81.0,82.0,85.0,69.0,86.0,74.0,60.0,66.0,58.0,70.0,56.0,43.0,66.0,73.0,59.0,29.0,29.0,28.0,16.0,8.0,9.0,9.0,7.0
104851,211195,466832,67.0,74.0,left,high,high,66.0,29.0,51.0,60.0,49.0,59.0,49.0,39.0,64.0,56.0,75.0,75.0,60.0,61.0,62.0,45.0,66.0,92.0,66.0,34.0,75.0,59.0,40.0,50.0,44.0,67.0,68.0,68.0,6.0,6.0,9.0,15.0,7.0
104852,211195,466832,66.0,74.0,left,high,high,65.0,29.0,51.0,60.0,49.0,59.0,49.0,39.0,64.0,56.0,74.0,75.0,60.0,61.0,62.0,45.0,66.0,92.0,66.0,34.0,74.0,59.0,40.0,50.0,44.0,67.0,68.0,65.0,6.0,6.0,9.0,15.0,7.0
104864,208618,11285,78.0,83.0,right,high,medium,81.0,69.0,51.0,74.0,54.0,81.0,82.0,75.0,71.0,79.0,85.0,79.0,78.0,83.0,82.0,78.0,67.0,79.0,56.0,74.0,54.0,44.0,80.0,71.0,56.0,23.0,51.0,37.0,9.0,16.0,9.0,9.0,7.0
104865,208618,11285,78.0,83.0,right,high,medium,81.0,69.0,51.0,74.0,54.0,81.0,82.0,75.0,71.0,79.0,85.0,79.0,78.0,83.0,82.0,78.0,67.0,79.0,56.0,74.0,54.0,44.0,80.0,71.0,56.0,23.0,51.0,37.0,9.0,16.0,9.0,9.0,7.0
104866,208618,11285,77.0,82.0,right,high,medium,81.0,69.0,51.0,72.0,54.0,81.0,82.0,75.0,71.0,79.0,84.0,79.0,72.0,79.0,77.0,72.0,67.0,78.0,56.0,73.0,54.0,33.0,74.0,71.0,56.0,23.0,45.0,21.0,9.0,16.0,9.0,9.0,7.0
104867,208618,11285,77.0,82.0,right,high,medium,81.0,69.0,51.0,72.0,54.0,81.0,82.0,75.0,71.0,79.0,84.0,80.0,72.0,79.0,77.0,72.0,67.0,78.0,55.0,73.0,54.0,33.0,74.0,71.0,56.0,23.0,45.0,21.0,9.0,16.0,9.0,9.0,7.0
104883,227708,502812,57.0,61.0,right,medium,medium,28.0,23.0,63.0,26.0,28.0,38.0,27.0,26.0,34.0,42.0,54.0,56.0,32.0,50.0,51.0,38.0,64.0,62.0,81.0,21.0,53.0,49.0,24.0,32.0,36.0,58.0,61.0,60.0,10.0,11.0,9.0,12.0,6.0
104884,227708,502812,57.0,61.0,right,medium,medium,28.0,23.0,63.0,26.0,28.0,34.0,27.0,26.0,34.0,33.0,54.0,54.0,31.0,50.0,51.0,38.0,64.0,62.0,87.0,21.0,53.0,49.0,24.0,32.0,36.0,55.0,58.0,60.0,10.0,11.0,9.0,12.0,6.0
104891,142750,40964,77.0,77.0,right,medium,medium,76.0,68.0,72.0,81.0,86.0,71.0,84.0,75.0,76.0,81.0,63.0,67.0,65.0,67.0,65.0,74.0,71.0,54.0,68.0,78.0,73.0,69.0,75.0,86.0,82.0,57.0,68.0,51.0,8.0,5.0,15.0,7.0,15.0
104892,142750,40964,77.0,77.0,right,medium,medium,76.0,68.0,72.0,81.0,86.0,71.0,84.0,75.0,76.0,81.0,63.0,67.0,65.0,67.0,65.0,74.0,71.0,54.0,68.0,78.0,73.0,69.0,75.0,86.0,82.0,57.0,68.0,51.0,8.0,5.0,15.0,7.0,15.0
104924,161836,143710,67.0,67.0,left,high,medium,52.0,69.0,77.0,61.0,72.0,62.0,56.0,48.0,53.0,59.0,48.0,53.0,59.0,69.0,46.0,75.0,77.0,75.0,79.0,68.0,71.0,50.0,68.0,67.0,71.0,52.0,41.0,43.0,16.0,9.0,9.0,7.0,6.0
104925,161836,143710,67.0,67.0,left,high,medium,52.0,69.0,77.0,61.0,72.0,62.0,56.0,48.0,53.0,59.0,48.0,57.0,59.0,69.0,46.0,75.0,77.0,75.0,79.0,68.0,71.0,50.0,68.0,67.0,71.0,52.0,41.0,43.0,16.0,9.0,9.0,7.0,6.0
104926,161836,143710,68.0,68.0,left,high,medium,52.0,70.0,77.0,61.0,72.0,62.0,56.0,48.0,53.0,59.0,48.0,57.0,59.0,69.0,46.0,76.0,77.0,75.0,79.0,69.0,71.0,50.0,68.0,67.0,71.0,52.0,41.0,43.0,16.0,9.0,9.0,7.0,6.0
104950,207441,294003,78.0,85.0,right,high,low,66.0,82.0,68.0,79.0,81.0,86.0,83.0,70.0,59.0,85.0,79.0,77.0,81.0,82.0,87.0,68.0,74.0,69.0,56.0,75.0,66.0,35.0,83.0,73.0,69.0,23.0,40.0,32.0,14.0,14.0,8.0,8.0,12.0
104951,207441,294003,79.0,86.0,right,high,low,66.0,84.0,71.0,79.0,83.0,86.0,82.0,70.0,60.0,85.0,79.0,79.0,78.0,82.0,87.0,71.0,74.0,78.0,56.0,75.0,66.0,35.0,85.0,73.0,69.0,23.0,40.0,32.0,14.0,14.0,8.0,8.0,12.0
104973,192362,158581,75.0,77.0,right,medium,low,76.0,66.0,40.0,71.0,62.0,76.0,69.0,59.0,42.0,76.0,93.0,93.0,82.0,74.0,77.0,65.0,34.0,74.0,65.0,54.0,28.0,20.0,73.0,72.0,58.0,19.0,28.0,22.0,10.0,8.0,14.0,8.0,6.0
104989,202200,303926,70.0,75.0,right,medium,medium,54.0,66.0,57.0,60.0,58.0,72.0,64.0,42.0,56.0,70.0,91.0,92.0,83.0,68.0,70.0,66.0,72.0,66.0,63.0,62.0,48.0,50.0,67.0,66.0,53.0,58.0,45.0,45.0,11.0,15.0,12.0,14.0,16.0
104990,202200,303926,71.0,76.0,right,medium,medium,61.0,70.0,57.0,62.0,58.0,72.0,64.0,42.0,59.0,70.0,91.0,92.0,83.0,68.0,70.0,66.0,72.0,66.0,63.0,62.0,48.0,35.0,69.0,66.0,53.0,29.0,28.0,38.0,11.0,15.0,12.0,14.0,16.0
105106,231102,693171,60.0,73.0,left,medium,medium,48.0,49.0,50.0,68.0,47.0,64.0,44.0,41.0,61.0,59.0,72.0,68.0,69.0,53.0,74.0,65.0,58.0,61.0,50.0,65.0,64.0,56.0,54.0,61.0,54.0,54.0,61.0,60.0,12.0,9.0,14.0,14.0,15.0
105107,231102,693171,58.0,71.0,left,medium,medium,48.0,49.0,50.0,68.0,47.0,59.0,44.0,41.0,61.0,54.0,69.0,64.0,67.0,53.0,74.0,65.0,58.0,61.0,50.0,65.0,64.0,56.0,54.0,52.0,54.0,51.0,57.0,58.0,12.0,9.0,14.0,14.0,15.0
105110,49472,34003,74.0,74.0,left,medium,medium,11.0,11.0,13.0,31.0,12.0,11.0,10.0,15.0,23.0,23.0,49.0,53.0,40.0,74.0,28.0,24.0,79.0,31.0,77.0,12.0,40.0,25.0,15.0,43.0,22.0,11.0,11.0,11.0,75.0,77.0,64.0,73.0,74.0
105111,49472,34003,73.0,73.0,left,medium,medium,11.0,11.0,13.0,31.0,12.0,11.0,10.0,15.0,23.0,23.0,49.0,53.0,40.0,72.0,28.0,24.0,79.0,31.0,77.0,12.0,40.0,25.0,15.0,43.0,22.0,11.0,11.0,11.0,74.0,76.0,63.0,72.0,73.0
105112,49472,34003,72.0,72.0,left,medium,medium,11.0,11.0,13.0,31.0,12.0,11.0,10.0,15.0,23.0,23.0,49.0,53.0,40.0,72.0,28.0,24.0,79.0,31.0,77.0,12.0,40.0,25.0,15.0,43.0,22.0,11.0,11.0,11.0,73.0,75.0,62.0,70.0,73.0
105151,183905,26045,64.0,64.0,right,medium,medium,65.0,66.0,59.0,63.0,68.0,62.0,61.0,54.0,47.0,59.0,80.0,78.0,88.0,70.0,80.0,67.0,71.0,73.0,51.0,56.0,46.0,41.0,67.0,64.0,72.0,14.0,14.0,13.0,15.0,13.0,16.0,15.0,11.0
105182,192333,179393,78.0,78.0,right,medium,medium,49.0,29.0,83.0,75.0,22.0,67.0,48.0,23.0,72.0,69.0,64.0,74.0,55.0,70.0,54.0,71.0,83.0,73.0,79.0,59.0,79.0,78.0,42.0,63.0,33.0,79.0,81.0,77.0,7.0,9.0,12.0,6.0,9.0
105183,192333,179393,78.0,78.0,right,medium,high,49.0,29.0,83.0,75.0,22.0,67.0,48.0,23.0,72.0,69.0,64.0,74.0,55.0,70.0,54.0,71.0,83.0,73.0,79.0,59.0,79.0,78.0,42.0,63.0,33.0,79.0,81.0,77.0,7.0,9.0,12.0,6.0,9.0
105237,178076,37651,65.0,65.0,right,medium,medium,63.0,60.0,64.0,66.0,53.0,68.0,67.0,66.0,64.0,67.0,63.0,62.0,64.0,65.0,62.0,68.0,59.0,68.0,72.0,60.0,62.0,66.0,61.0,65.0,62.0,45.0,53.0,47.0,15.0,15.0,8.0,10.0,12.0
105278,172475,37173,69.0,69.0,right,medium,low,65.0,66.0,52.0,67.0,69.0,73.0,79.0,74.0,73.0,77.0,66.0,69.0,73.0,68.0,54.0,68.0,62.0,65.0,60.0,67.0,56.0,59.0,61.0,71.0,52.0,49.0,52.0,54.0,12.0,8.0,14.0,7.0,9.0
105291,184339,37537,67.0,67.0,right,medium,medium,74.0,55.0,60.0,70.0,60.0,67.0,64.0,66.0,65.0,71.0,63.0,68.0,58.0,66.0,56.0,72.0,60.0,77.0,69.0,61.0,75.0,59.0,67.0,69.0,63.0,54.0,56.0,60.0,11.0,7.0,12.0,14.0,9.0
105348,191011,163255,73.0,76.0,left,medium,medium,12.0,14.0,13.0,32.0,18.0,14.0,13.0,12.0,31.0,22.0,49.0,46.0,46.0,71.0,34.0,21.0,57.0,27.0,68.0,19.0,12.0,20.0,10.0,43.0,17.0,11.0,19.0,19.0,73.0,71.0,61.0,71.0,79.0
105349,191011,163255,73.0,78.0,left,medium,medium,12.0,14.0,13.0,32.0,18.0,14.0,13.0,12.0,31.0,22.0,49.0,46.0,46.0,71.0,34.0,21.0,57.0,27.0,68.0,19.0,12.0,20.0,10.0,43.0,17.0,11.0,19.0,19.0,73.0,71.0,61.0,71.0,79.0
105368,208185,364826,62.0,65.0,right,medium,medium,56.0,37.0,61.0,63.0,38.0,61.0,42.0,46.0,64.0,63.0,63.0,61.0,62.0,60.0,61.0,62.0,50.0,65.0,68.0,51.0,76.0,61.0,48.0,57.0,38.0,52.0,60.0,58.0,15.0,7.0,12.0,12.0,8.0
105371,178470,41350,67.0,67.0,left,medium,medium,68.0,52.0,58.0,68.0,65.0,64.0,66.0,70.0,61.0,67.0,77.0,72.0,72.0,65.0,81.0,73.0,75.0,84.0,65.0,71.0,53.0,56.0,61.0,65.0,67.0,64.0,64.0,67.0,13.0,7.0,13.0,10.0,14.0
105372,178470,41350,67.0,67.0,left,medium,medium,68.0,52.0,58.0,68.0,65.0,64.0,66.0,70.0,61.0,67.0,77.0,72.0,72.0,65.0,81.0,73.0,75.0,84.0,65.0,71.0,53.0,56.0,61.0,65.0,67.0,64.0,67.0,67.0,13.0,7.0,13.0,10.0,14.0
105404,204539,190522,71.0,72.0,right,high,medium,68.0,58.0,60.0,65.0,59.0,74.0,77.0,69.0,65.0,73.0,92.0,92.0,79.0,68.0,77.0,76.0,72.0,80.0,67.0,71.0,70.0,65.0,65.0,58.0,64.0,65.0,68.0,68.0,11.0,12.0,13.0,15.0,11.0
105405,204539,190522,71.0,73.0,right,high,medium,68.0,58.0,60.0,65.0,59.0,74.0,77.0,69.0,65.0,73.0,92.0,92.0,79.0,68.0,77.0,76.0,72.0,80.0,67.0,71.0,70.0,65.0,65.0,58.0,64.0,65.0,68.0,68.0,11.0,12.0,13.0,15.0,11.0
105406,204539,190522,71.0,74.0,right,high,medium,68.0,58.0,60.0,65.0,59.0,74.0,77.0,69.0,65.0,73.0,89.0,89.0,79.0,68.0,77.0,76.0,72.0,80.0,67.0,71.0,70.0,65.0,65.0,58.0,64.0,65.0,68.0,68.0,11.0,12.0,13.0,15.0,11.0
105407,204539,190522,70.0,73.0,right,high,medium,68.0,58.0,60.0,65.0,59.0,74.0,77.0,69.0,65.0,73.0,86.0,86.0,79.0,68.0,77.0,76.0,72.0,80.0,67.0,71.0,70.0,65.0,65.0,58.0,64.0,65.0,68.0,68.0,11.0,12.0,13.0,15.0,11.0
105443,136070,128045,70.0,70.0,right,medium,high,64.0,55.0,73.0,69.0,52.0,67.0,59.0,71.0,67.0,69.0,57.0,50.0,58.0,65.0,59.0,70.0,84.0,74.0,76.0,75.0,84.0,71.0,59.0,65.0,67.0,69.0,71.0,71.0,16.0,14.0,15.0,9.0,14.0
105444,136070,128045,70.0,70.0,right,medium,high,64.0,55.0,73.0,69.0,52.0,67.0,59.0,71.0,67.0,69.0,57.0,50.0,58.0,65.0,59.0,70.0,84.0,74.0,76.0,68.0,84.0,71.0,59.0,65.0,67.0,69.0,71.0,71.0,16.0,14.0,15.0,9.0,14.0
105445,136070,128045,72.0,72.0,right,medium,high,64.0,55.0,75.0,71.0,52.0,67.0,59.0,73.0,71.0,69.0,57.0,50.0,58.0,68.0,61.0,72.0,86.0,75.0,77.0,68.0,84.0,73.0,63.0,68.0,67.0,71.0,73.0,73.0,16.0,14.0,15.0,9.0,14.0
105446,136070,128045,73.0,73.0,right,medium,high,64.0,55.0,75.0,71.0,52.0,67.0,59.0,73.0,71.0,69.0,60.0,50.0,58.0,69.0,61.0,72.0,86.0,80.0,77.0,68.0,84.0,74.0,63.0,68.0,67.0,71.0,73.0,73.0,16.0,14.0,15.0,9.0,14.0
105461,198706,198566,75.0,83.0,right,medium,low,76.0,71.0,47.0,83.0,58.0,77.0,70.0,69.0,75.0,79.0,68.0,64.0,67.0,66.0,54.0,62.0,48.0,59.0,61.0,73.0,29.0,28.0,71.0,72.0,56.0,24.0,25.0,18.0,6.0,8.0,6.0,12.0,11.0
105504,224077,361337,69.0,69.0,right,medium,medium,67.0,62.0,74.0,72.0,72.0,68.0,61.0,45.0,66.0,73.0,73.0,66.0,73.0,70.0,69.0,76.0,77.0,84.0,63.0,65.0,54.0,53.0,69.0,67.0,53.0,50.0,57.0,59.0,6.0,13.0,10.0,13.0,15.0
105526,156233,280976,68.0,68.0,right,medium,medium,62.0,62.0,54.0,65.0,59.0,69.0,57.0,56.0,58.0,67.0,88.0,87.0,93.0,66.0,85.0,68.0,72.0,68.0,34.0,61.0,53.0,33.0,66.0,61.0,66.0,28.0,28.0,26.0,7.0,15.0,8.0,13.0,14.0
105527,156233,280976,68.0,68.0,right,medium,medium,62.0,62.0,54.0,65.0,59.0,69.0,57.0,56.0,58.0,67.0,90.0,87.0,93.0,66.0,85.0,68.0,72.0,68.0,34.0,61.0,53.0,33.0,66.0,61.0,66.0,28.0,28.0,26.0,7.0,15.0,8.0,13.0,14.0
105528,156233,280976,68.0,68.0,right,medium,medium,62.0,62.0,54.0,65.0,59.0,69.0,57.0,56.0,58.0,67.0,90.0,87.0,93.0,66.0,85.0,68.0,72.0,68.0,34.0,61.0,53.0,33.0,66.0,61.0,66.0,28.0,28.0,26.0,7.0,15.0,8.0,13.0,14.0
105582,203863,183365,74.0,77.0,right,medium,medium,66.0,68.0,58.0,74.0,54.0,78.0,73.0,69.0,69.0,81.0,82.0,79.0,76.0,67.0,78.0,70.0,67.0,64.0,61.0,65.0,46.0,60.0,70.0,74.0,66.0,44.0,61.0,57.0,10.0,9.0,7.0,9.0,9.0
105583,203863,183365,74.0,77.0,right,medium,medium,66.0,68.0,58.0,74.0,54.0,78.0,73.0,69.0,69.0,81.0,82.0,79.0,76.0,67.0,78.0,70.0,67.0,64.0,61.0,65.0,46.0,60.0,70.0,74.0,66.0,44.0,61.0,57.0,10.0,9.0,7.0,9.0,9.0
105584,203863,183365,74.0,77.0,right,medium,medium,66.0,68.0,58.0,74.0,54.0,80.0,73.0,69.0,69.0,81.0,82.0,79.0,76.0,67.0,78.0,70.0,67.0,64.0,61.0,65.0,46.0,60.0,70.0,74.0,66.0,44.0,61.0,57.0,10.0,9.0,7.0,9.0,9.0
105645,110856,30832,71.0,71.0,left,medium,low,66.0,68.0,63.0,73.0,67.0,71.0,75.0,72.0,69.0,74.0,68.0,62.0,73.0,67.0,71.0,71.0,71.0,42.0,69.0,70.0,65.0,31.0,66.0,78.0,80.0,26.0,36.0,26.0,16.0,9.0,6.0,16.0,6.0
105646,110856,30832,72.0,72.0,left,medium,low,66.0,72.0,67.0,73.0,67.0,71.0,75.0,72.0,69.0,74.0,68.0,62.0,73.0,67.0,71.0,71.0,71.0,42.0,69.0,70.0,65.0,31.0,66.0,78.0,80.0,26.0,36.0,26.0,16.0,9.0,6.0,16.0,6.0
105661,204676,361307,67.0,75.0,left,medium,medium,76.0,52.0,48.0,75.0,44.0,65.0,71.0,78.0,65.0,69.0,72.0,68.0,75.0,65.0,81.0,72.0,61.0,74.0,58.0,59.0,58.0,54.0,63.0,68.0,53.0,47.0,58.0,49.0,8.0,15.0,12.0,9.0,8.0
105677,205590,384374,74.0,75.0,right,medium,high,76.0,37.0,66.0,72.0,53.0,59.0,58.0,42.0,70.0,72.0,74.0,74.0,68.0,73.0,67.0,70.0,78.0,85.0,73.0,55.0,63.0,78.0,55.0,55.0,54.0,77.0,76.0,80.0,8.0,7.0,11.0,8.0,9.0
105733,227938,620136,60.0,70.0,left,medium,medium,20.0,21.0,12.0,31.0,21.0,12.0,20.0,17.0,18.0,21.0,48.0,47.0,39.0,51.0,51.0,21.0,50.0,43.0,58.0,21.0,19.0,22.0,13.0,20.0,25.0,13.0,19.0,13.0,63.0,57.0,63.0,59.0,65.0
105741,205669,293074,71.0,77.0,left,high,medium,75.0,51.0,53.0,69.0,47.0,69.0,72.0,76.0,66.0,74.0,73.0,76.0,67.0,66.0,76.0,84.0,64.0,74.0,58.0,76.0,74.0,68.0,68.0,59.0,46.0,67.0,73.0,72.0,8.0,13.0,12.0,9.0,8.0
105742,205669,293074,71.0,78.0,left,high,medium,75.0,51.0,53.0,69.0,47.0,69.0,72.0,76.0,66.0,74.0,73.0,76.0,67.0,66.0,76.0,84.0,64.0,74.0,58.0,76.0,74.0,68.0,68.0,59.0,46.0,67.0,73.0,72.0,8.0,13.0,12.0,9.0,8.0
105743,205669,293074,71.0,78.0,left,high,medium,75.0,51.0,53.0,69.0,47.0,69.0,72.0,76.0,66.0,74.0,73.0,76.0,67.0,66.0,76.0,84.0,64.0,74.0,58.0,76.0,74.0,68.0,68.0,59.0,46.0,67.0,73.0,72.0,8.0,13.0,12.0,9.0,8.0
105779,199110,196484,75.0,78.0,right,high,low,60.0,73.0,52.0,70.0,70.0,86.0,65.0,60.0,55.0,86.0,88.0,90.0,84.0,69.0,77.0,78.0,62.0,62.0,66.0,71.0,50.0,16.0,76.0,66.0,74.0,18.0,24.0,22.0,8.0,10.0,10.0,14.0,6.0
105780,199110,196484,75.0,78.0,right,high,low,60.0,73.0,52.0,70.0,70.0,86.0,65.0,60.0,55.0,86.0,88.0,90.0,84.0,69.0,77.0,78.0,62.0,62.0,66.0,71.0,50.0,16.0,76.0,66.0,78.0,18.0,24.0,22.0,8.0,10.0,10.0,14.0,6.0
105831,200434,185925,74.0,77.0,right,high,high,67.0,51.0,64.0,65.0,42.0,77.0,77.0,51.0,62.0,75.0,92.0,93.0,78.0,70.0,72.0,69.0,70.0,83.0,79.0,66.0,71.0,74.0,67.0,50.0,50.0,64.0,74.0,74.0,15.0,9.0,5.0,9.0,15.0
105832,200434,185925,74.0,77.0,right,high,high,67.0,51.0,64.0,65.0,42.0,77.0,77.0,51.0,62.0,75.0,92.0,93.0,78.0,70.0,72.0,69.0,70.0,83.0,79.0,66.0,71.0,74.0,67.0,50.0,50.0,67.0,74.0,74.0,15.0,9.0,5.0,9.0,15.0
105833,200434,185925,74.0,77.0,right,high,high,67.0,51.0,64.0,65.0,42.0,77.0,77.0,51.0,62.0,75.0,92.0,93.0,78.0,70.0,72.0,69.0,70.0,83.0,79.0,66.0,71.0,74.0,67.0,50.0,50.0,65.0,74.0,74.0,15.0,9.0,5.0,9.0,15.0
105834,200434,185925,74.0,78.0,right,high,high,67.0,51.0,64.0,65.0,42.0,77.0,77.0,51.0,62.0,75.0,92.0,93.0,78.0,70.0,72.0,69.0,70.0,83.0,79.0,66.0,71.0,74.0,67.0,50.0,50.0,67.0,74.0,74.0,15.0,9.0,5.0,9.0,15.0
105835,200434,185925,74.0,79.0,right,high,high,67.0,51.0,64.0,65.0,42.0,77.0,77.0,51.0,62.0,75.0,92.0,93.0,78.0,70.0,72.0,69.0,70.0,83.0,79.0,66.0,71.0,74.0,67.0,50.0,50.0,67.0,74.0,74.0,15.0,9.0,5.0,9.0,15.0
105867,176902,79274,69.0,69.0,right,high,medium,73.0,52.0,64.0,69.0,54.0,70.0,72.0,60.0,68.0,71.0,76.0,80.0,76.0,59.0,58.0,68.0,63.0,70.0,75.0,68.0,69.0,66.0,67.0,69.0,67.0,56.0,50.0,56.0,12.0,7.0,12.0,13.0,9.0
105886,187516,118433,67.0,69.0,right,medium,low,59.0,63.0,45.0,65.0,58.0,75.0,51.0,40.0,56.0,70.0,80.0,72.0,74.0,66.0,72.0,58.0,75.0,55.0,65.0,62.0,61.0,25.0,57.0,55.0,47.0,16.0,21.0,25.0,11.0,13.0,13.0,7.0,9.0
105887,187516,118433,67.0,71.0,right,medium,low,59.0,63.0,45.0,65.0,58.0,75.0,51.0,40.0,56.0,70.0,80.0,72.0,74.0,66.0,72.0,58.0,75.0,55.0,65.0,62.0,61.0,25.0,57.0,55.0,47.0,16.0,21.0,25.0,11.0,13.0,13.0,7.0,9.0
105942,172613,119542,72.0,72.0,left,medium,medium,77.0,66.0,50.0,75.0,72.0,69.0,76.0,70.0,76.0,74.0,71.0,65.0,75.0,70.0,76.0,75.0,69.0,74.0,59.0,76.0,43.0,62.0,67.0,74.0,58.0,54.0,69.0,58.0,16.0,14.0,15.0,12.0,14.0
105943,172613,119542,71.0,71.0,left,medium,medium,73.0,66.0,50.0,75.0,72.0,69.0,76.0,70.0,76.0,74.0,71.0,65.0,75.0,70.0,76.0,75.0,69.0,74.0,59.0,76.0,43.0,62.0,67.0,74.0,58.0,54.0,69.0,58.0,16.0,14.0,15.0,12.0,14.0
105944,172613,119542,71.0,71.0,left,medium,medium,73.0,66.0,50.0,75.0,72.0,69.0,76.0,70.0,76.0,74.0,71.0,65.0,75.0,68.0,76.0,75.0,69.0,74.0,59.0,76.0,43.0,62.0,67.0,73.0,58.0,54.0,69.0,58.0,16.0,14.0,15.0,12.0,14.0
105945,172613,119542,72.0,72.0,left,medium,medium,73.0,66.0,50.0,75.0,72.0,69.0,76.0,70.0,76.0,74.0,71.0,65.0,75.0,68.0,74.0,73.0,69.0,74.0,59.0,75.0,43.0,62.0,67.0,73.0,58.0,54.0,69.0,58.0,16.0,14.0,15.0,12.0,14.0
105946,172613,119542,70.0,70.0,left,medium,medium,66.0,60.0,50.0,70.0,72.0,70.0,70.0,70.0,73.0,71.0,71.0,65.0,75.0,68.0,74.0,73.0,69.0,74.0,59.0,73.0,43.0,62.0,67.0,69.0,58.0,48.0,69.0,61.0,16.0,14.0,15.0,12.0,14.0
106024,148711,30968,79.0,79.0,right,low,medium,58.0,45.0,84.0,70.0,57.0,54.0,36.0,48.0,60.0,66.0,32.0,44.0,34.0,66.0,32.0,78.0,59.0,43.0,90.0,45.0,84.0,81.0,36.0,48.0,66.0,75.0,85.0,82.0,14.0,14.0,7.0,10.0,12.0
106056,180359,115519,74.0,74.0,left,high,medium,74.0,49.0,66.0,76.0,45.0,77.0,67.0,59.0,68.0,75.0,75.0,70.0,73.0,75.0,79.0,59.0,52.0,73.0,57.0,53.0,82.0,75.0,66.0,64.0,51.0,70.0,79.0,77.0,8.0,8.0,13.0,8.0,12.0
106079,193353,181205,71.0,71.0,right,medium,medium,66.0,57.0,43.0,67.0,49.0,75.0,57.0,48.0,58.0,76.0,78.0,76.0,86.0,75.0,83.0,74.0,62.0,73.0,53.0,63.0,55.0,34.0,75.0,65.0,74.0,33.0,43.0,42.0,16.0,15.0,15.0,11.0,16.0
106080,193353,181205,71.0,71.0,right,medium,medium,66.0,57.0,43.0,67.0,49.0,75.0,57.0,48.0,58.0,76.0,78.0,76.0,86.0,75.0,83.0,74.0,62.0,73.0,53.0,63.0,55.0,34.0,75.0,65.0,74.0,33.0,43.0,42.0,16.0,15.0,15.0,11.0,16.0
106081,193353,181205,71.0,71.0,right,medium,medium,66.0,57.0,43.0,67.0,49.0,75.0,57.0,48.0,58.0,76.0,78.0,77.0,86.0,75.0,83.0,74.0,62.0,73.0,53.0,63.0,55.0,34.0,75.0,65.0,74.0,33.0,43.0,42.0,16.0,15.0,15.0,11.0,16.0
106087,180826,47041,79.0,79.0,right,high,medium,62.0,83.0,79.0,74.0,80.0,77.0,71.0,42.0,50.0,81.0,78.0,78.0,78.0,74.0,69.0,78.0,84.0,73.0,74.0,76.0,38.0,24.0,85.0,66.0,76.0,24.0,28.0,23.0,16.0,10.0,10.0,9.0,12.0
106088,180826,47041,79.0,79.0,right,high,medium,62.0,83.0,79.0,74.0,80.0,77.0,71.0,42.0,50.0,81.0,78.0,78.0,78.0,74.0,69.0,78.0,84.0,73.0,74.0,76.0,38.0,24.0,85.0,66.0,80.0,24.0,28.0,23.0,16.0,10.0,10.0,9.0,12.0
106089,180826,47041,79.0,79.0,right,high,medium,62.0,83.0,79.0,74.0,80.0,77.0,76.0,42.0,50.0,81.0,78.0,78.0,78.0,74.0,69.0,78.0,84.0,73.0,74.0,76.0,38.0,24.0,85.0,66.0,80.0,24.0,28.0,23.0,16.0,10.0,10.0,9.0,12.0
106090,180826,47041,79.0,79.0,right,high,medium,62.0,83.0,79.0,74.0,80.0,77.0,76.0,42.0,50.0,80.0,78.0,78.0,78.0,74.0,69.0,78.0,84.0,73.0,74.0,76.0,38.0,24.0,85.0,66.0,80.0,24.0,28.0,23.0,16.0,10.0,10.0,9.0,12.0
106126,185221,147729,83.0,83.0,left,medium,high,63.0,46.0,76.0,80.0,54.0,69.0,42.0,45.0,78.0,76.0,72.0,68.0,66.0,83.0,62.0,82.0,75.0,83.0,80.0,72.0,88.0,85.0,51.0,69.0,58.0,80.0,87.0,88.0,10.0,6.0,11.0,12.0,13.0
106127,185221,147729,83.0,83.0,left,medium,high,63.0,46.0,76.0,80.0,54.0,69.0,42.0,45.0,78.0,76.0,72.0,68.0,66.0,83.0,62.0,82.0,75.0,83.0,80.0,72.0,88.0,85.0,51.0,69.0,58.0,80.0,87.0,88.0,10.0,6.0,11.0,12.0,13.0
106187,206304,163616,74.0,78.0,right,medium,medium,59.0,54.0,69.0,76.0,42.0,65.0,53.0,44.0,75.0,72.0,59.0,60.0,58.0,71.0,57.0,75.0,61.0,89.0,76.0,72.0,85.0,67.0,64.0,69.0,60.0,73.0,71.0,68.0,13.0,9.0,16.0,6.0,12.0
106246,227932,620578,59.0,71.0,right,low,high,46.0,43.0,67.0,62.0,38.0,56.0,45.0,41.0,57.0,63.0,55.0,49.0,49.0,50.0,47.0,62.0,54.0,60.0,79.0,46.0,70.0,56.0,41.0,51.0,49.0,50.0,65.0,57.0,10.0,10.0,15.0,15.0,8.0
