"Rating","Height","Weight","Age","Work_Rate","Weak_foot","Skill_Moves","Ball_Control","Dribbling","Marking","Sliding_Tackle","Standing_Tackle","Aggression","Reactions","Attacking_Position","Interceptions","Vision","Composure","Crossing","Short_Pass","Long_Pass","Acceleration","Speed","Stamina","Strength","Balance","Agility","Jumping","Heading","Shot_Power","Finishing","Long_Shots","Curve","Freekick_Accuracy","Penalties","Volleys","GK_Positioning","GK_Diving","GK_Kicking","GK_Handling","GK_Reflexes","fifa_api_id"
"74","175 cm","75 kg","28","Medium / Medium","3","2","72","69","63","72","75","82","71","55","75","73","76","56","75","72","70","71","80","64","72","70","59","45","70","60","71","67","66","66","40","12","14","10","9","10","186385"
"74","185 cm","79 kg","30","Medium / High","3","2","59","47","73","73","75","79","67","46","76","40","59","61","64","62","66","66","60","82","63","60","79","67","68","24","39","51","52","38","48","14","14","9","13","15","183288"
"74","173 cm","66 kg","30","Medium / Medium","3","3","75","72","38","50","48","60","76","77","54","78","78","63","77","64","65","55","68","57","78","76","60","42","62","68","64","71","60","66","80","11","16","10","9","14","170570"
"74","178 cm","75 kg","30","High / Medium","3","2","72","71","71","72","76","51","66","69","69","72","60","74","73","68","79","78","79","72","72","73","78","64","68","48","46","67","68","72","32","6","14","13","16","7","169638"
"74","185 cm","80 kg","28","High / Medium","3","2","69","75","44","41","42","73","75","73","43","68","70","69","69","54","66","76","69","87","44","56","56","72","77","72","71","31","34","65","71","16","10","15","6","12","169527"
"74","183 cm","76 kg","29","High / Medium","3","2","72","62","78","73","78","80","67","56","75","52","58","72","67","62","73","74","80","74","66","67","68","62","61","44","53","64","51","55","59","8","6","11","8","10","169426"
"74","179 cm","72 kg","30","Medium / Medium","4","3","80","78","42","34","48","58","74","75","61","80","78","73","76","73","68","64","64","58","74","76","64","62","73","67","73","69","74","79","70","10","10","9","6","15","166080"
"74","185 cm","75 kg","30","High / Medium","4","2","70","68","27","45","48","74","75","76","33","61","72","51","69","63","54","54","68","87","57","56","73","84","76","75","62","54","56","68","72","16","13","8","8","11","165788"
"74","183 cm","73 kg","30","Medium / Medium","2","3","73","63","72","65","71","70","76","67","72","75","78","68","76","70","62","59","84","78","72","63","79","72","70","62","67","69","53","71","53","10","13","8","13","13","165190"
"74","193 cm","95 kg","32","Medium / Medium","2","1","28","14","15","14","15","43","73","12","19","45","41","16","26","34","50","47","30","76","47","47","72","12","24","14","15","15","11","35","15","74","73","58","72","75","164505"
"74","191 cm","89 kg","35","Medium / Medium","3","2","55","28","75","76","75","85","72","33","71","45","56","51","51","57","39","45","72","84","41","30","58","77","49","32","59","32","49","66","28","14","6","7","14","11","159577"
"74","191 cm","90 kg","32","High / Medium","4","2","73","69","74","75","77","73","67","58","71","62","69","75","73","66","68","70","76","77","60","58","55","68","64","25","62","51","61","44","26","8","12","10","6","12","135883"
"74","170 cm","69 kg","34","High / Medium","4","3","75","77","19","32","43","58","70","68","49","74","75","72","76","65","69","66","68","57","81","76","66","60","68","66","71","71","76","75","65","8","6","10","14","14","49036"
"74","190 cm","84 kg","35","Medium / High","3","2","64","46","76","73","78","75","71","32","76","55","69","53","61","57","34","32","34","77","54","49","61","77","49","29","23","51","35","47","32","10","9","13","14","14","3484"
"73","182 cm","77 kg","21","Medium / Medium","3","3","77","78","43","44","48","34","66","68","52","66","64","63","68","65","86","79","75","70","62","85","69","66","75","64","66","60","54","67","55","15","11","11","15","12","215639"
"73","178 cm","76 kg","21","High / Low","3","4","77","82","20","16","23","47","66","69","27","43","69","73","70","52","92","93","61","80","81","80","73","40","71","64","49","54","42","47","47","12","13","11","9","7","213956"
"73","193 cm","84 kg","28","Medium / High","3","2","63","59","73","71","73","73","70","37","72","40","64","58","64","64","55","53","69","78","53","51","62","74","37","54","49","35","46","50","53","15","10","16","9","11","204210"
"73","188 cm","79 kg","24","High / Medium","3","2","56","53","72","71","76","75","56","46","70","45","58","39","65","64","43","56","72","88","59","38","70","73","52","30","29","29","46","40","27","14","14","9","16","9","203263"
"73","185 cm","77 kg","25","High / High","2","2","68","68","74","74","75","71","70","67","69","62","62","73","69","64","68","78","78","74","68","62","64","60","72","41","41","60","52","49","60","11","12","15","15","12","200841"
"73","185 cm","78 kg","24","Medium / Medium","3","2","58","30","76","73","77","58","63","24","72","29","50","28","59","50","63","64","63","78","68","56","75","73","33","24","28","31","22","21","20","16","12","16","8","11","200408"
"73","190 cm","84 kg","26","Medium / Medium","3","2","64","55","75","70","74","72","67","40","73","60","68","35","59","61","66","65","67","73","50","62","68","76","45","36","32","41","32","37","29","6","15","15","8","10","194334"
"73","190 cm","85 kg","27","Medium / Medium","2","1","24","14","13","15","13","24","70","15","23","30","18","11","41","26","55","52","33","74","46","58","83","13","19","13","12","20","11","13","11","74","73","66","66","78","192129"
"73","178 cm","77 kg","26","High / Medium","3","3","75","77","45","49","50","63","69","67","49","70","68","74","69","58","80","77","74","72","73","72","58","56","84","68","74","78","78","57","70","10","7","14","6","8","191076"
"73","170 cm","67 kg","26","Medium / Medium","3","2","77","59","61","64","66","49","76","54","70","76","79","76","76","79","70","63","75","60","79","73","63","44","62","47","57","64","75","55","48","7","10","13","13","8","189280"
"73","188 cm","83 kg","29","High / Medium","3","2","69","74","73","74","76","62","65","64","70","53","62","66","68","59","75","73","85","82","50","71","72","68","63","50","56","67","57","50","34","6","11","15","13","12","188168"
"74","180 cm","74 kg","25","Medium / Medium","2","3","72","77","22","19","27","50","70","70","36","56","61","63","66","47","88","92","73","75","71","78","72","63","75","75","58","69","42","69","64","12","12","11","9","7","185422"
"73","183 cm","79 kg","27","Medium / Medium","3","3","71","66","66","68","68","76","69","77","71","73","77","68","73","71","66","64","77","64","72","65","67","61","71","65","73","57","57","61","64","15","6","14","15","6","184749"
"73","191 cm","77 kg","26","Medium / Medium","3","3","66","59","76","78","78","71","72","42","68","39","75","73","68","64","62","63","76","79","56","59","70","77","61","38","38","60","35","58","39","7","7","8","11","8","184037"
"73","188 cm","73 kg","28","Medium / Medium","3","2","59","47","76","73","77","69","69","27","68","43","75","39","71","61","55","67","71","73","58","64","70","74","56","29","41","39","39","28","30","9","8","12","6","13","180706"
"73","188 cm","90 kg","27","High / Medium","3","2","73","66","42","24","29","73","68","74","42","67","68","58","67","57","55","65","79","82","53","55","85","78","75","74","63","47","46","74","67","9","13","9","14","7","179746"
"73","172 cm","72 kg","31","High / Medium","2","4","78","80","66","74","70","71","68","70","68","64","74","76","74","70","88","84","68","68","86","88","68","54","76","56","72","74","59","67","66","9","7","10","13","9","176546"
"73","188 cm","90 kg","32","Medium / Medium","2","1","27","19","20","18","11","44","72","16","22","63","61","19","28","25","47","49","41","72","42","50","73","18","17","18","14","27","21","41","32","70","73","78","69","73","164853"
"73","180 cm","74 kg","31","Medium / Medium","3","2","67","61","74","79","76","85","74","56","67","25","67","65","68","59","67","67","78","74","62","68","75","67","83","47","66","66","33","56","43","9","11","9","8","8","163261"
"73","178 cm","69 kg","31","Medium / High","3","2","72","68","64","69","72","61","73","64","72","71","74","74","76","74","64","54","78","70","75","71","74","58","73","67","64","80","76","78","63","6","13","14","8","6","160292"
"73","180 cm","69 kg","28","High / High","3","4","73","74","42","43","52","56","74","70","56","74","71","69","73","66","76","75","81","53","78","76","70","62","65","61","62","72","65","63","66","8","6","7","7","7","155355"
"73","189 cm","85 kg","39","Medium / Medium","2","1","14","13","11","15","14","39","76","9","16","14","62","12","22","17","39","40","31","74","45","48","70","13","22","12","11","15","15","17","14","72","72","53","72","74","6895"
"72","179 cm","66 kg","20","Medium / Medium","2","3","76","80","21","20","23","33","64","65","23","57","64","62","65","56","91","88","71","54","82","90","55","31","70","66","64","60","42","58","50","13","6","11","11","10","220633"
"72","183 cm","72 kg","21","Medium / Medium","3","2","65","65","73","72","74","74","67","51","73","60","66","43","74","70","65","68","71","75","63","60","74","72","58","48","43","49","36","43","45","8","14","11","8","14","213697"
"72","163 cm","62 kg","23","High / Medium","4","3","71","76","53","37","43","65","62","67","35","67","68","70","68","52","89","91","73","47","92","92","61","25","60","67","69","70","67","56","43","7","15","15","14","10","207807"
"72","182 cm","76 kg","23","Medium / High","3","3","70","63","72","71","73","73","65","61","71","69","63","56","76","65","75","73","74","77","73","68","70","64","64","51","61","41","29","44","25","10","13","8","7","13","206538"
"72","178 cm","66 kg","24","Medium / Medium","2","3","75","65","53","47","54","47","69","67","55","75","67","60","83","76","69","68","68","33","74","79","45","46","59","57","56","66","65","56","58","9","11","11","10","11","202491"
"72","177 cm","72 kg","23","Medium / Medium","4","3","67","68","70","70","73","70","63","60","67","68","66","60","66","62","83","90","79","75","77","83","81","63","63","61","65","47","42","51","31","13","14","6","10","14","202113"
"72","172 cm","65 kg","27","High / Medium","3","3","73","75","73","70","72","72","72","66","69","66","69","72","68","64","79","73","79","58","79","79","82","48","66","61","59","59","63","56","58","10","11","8","12","16","198335"
"72","185 cm","71 kg","25","High / Medium","3","3","73","76","52","54","53","61","64","71","57","71","74","68","78","75","68","67","72","57","74","78","33","47","67","59","66","67","67","66","59","13","10","12","7","16","193910"
"72","180 cm","81 kg","25","High / Medium","3","3","72","74","70","70","72","62","72","59","70","64","71","69","69","61","78","76","74","68","69","75","53","56","69","43","68","59","66","48","40","9","8","15","9","6","190885"
"72","183 cm","76 kg","27","High / Medium","3","4","72","72","16","29","27","31","64","63","60","71","64","71","72","65","79","84","76","56","60","79","48","43","69","69","66","70","75","61","49","7","13","6","8","6","189446"
"72","180 cm","75 kg","27","High / Low","4","2","70","67","15","12","17","71","69","71","33","44","70","41","53","29","86","78","70","84","75","82","82","63","73","73","66","50","35","69","64","13","12","10","7","14","188107"
"72","189 cm","86 kg","27","Medium / High","3","2","73","68","61","60","68","86","73","65","65","68","75","66","75","73","54","55","81","78","58","58","70","71","69","61","60","50","54","47","63","15","13","14","9","12","187489"
"72","186 cm","76 kg","27","High / Medium","4","2","73","69","33","39","46","85","68","72","35","59","67","65","64","54","68","69","78","77","56","70","81","75","73","72","65","59","56","72","65","10","6","11","10","10","186905"
"72","184 cm","90 kg","28","High / Medium","3","3","73","76","37","35","33","75","67","72","40","69","69","75","67","63","77","79","64","84","68","74","60","61","79","66","75","74","73","70","68","7","13","13","16","9","179613"
"72","186 cm","79 kg","31","High / High","4","4","73","75","56","59","63","47","68","69","59","70","70","72","69","68","66","68","88","71","64","78","32","52","68","69","70","69","68","71","68","11","8","13","7","15","179592"
"72","178 cm","70 kg","28","High / High","3","3","72","74","62","60","64","42","65","69","65","72","69","70","71","68","73","69","84","70","78","74","72","63","69","69","66","62","65","62","58","13","13","9","13","16","178287"
"72","178 cm","81 kg","30","Medium / Medium","3","2","65","59","76","79","76","58","73","53","65","58","64","57","63","61","75","71","75","77","76","68","80","76","47","27","34","33","22","44","21","13","6","8","15","10","172953"
"72","180 cm","72 kg","29","High / Medium","4","4","73","77","30","31","44","60","60","70","37","67","66","70","68","59","75","74","78","66","66","84","63","66","67","68","66","60","69","64","49","8","14","13","15","10","166838"
"72","184 cm","82 kg","31","High / Medium","5","3","68","66","72","73","72","72","74","58","73","64","61","70","69","68","67","69","77","72","58","66","66","62","61","61","52","69","55","62","66","11","6","13","16","16","165321"
"72","183 cm","72 kg","33","Medium / High","3","2","68","70","68","69","66","83","69","59","74","70","74","68","76","75","68","66","83","78","68","63","78","64","74","65","67","61","62","56","66","9","15","9","8","8","152991"
"72","186 cm","87 kg","37","Medium / Medium","3","1","14","12","12","15","12","21","68","8","17","34","35","13","24","23","42","43","33","43","55","48","74","11","20","13","12","15","12","22","12","69","75","67","70","74","49212"
"71","183 cm","72 kg","19","High / High","4","4","75","74","43","46","44","54","55","71","33","70","72","66","77","62","79","77","62","56","66","73","51","59","62","60","65","59","63","65","61","12","12","15","13","10","233601"
"71","191 cm","82 kg","20","Medium / Medium","3","2","72","67","66","71","73","75","64","72","71","66","60","60","74","71","68","75","79","77","53","56","74","69","75","70","62","60","43","57","61","12","9","8","14","13","232099"
"71","179 cm","60 kg","20","Medium / Medium","2","3","70","68","55","50","43","38","68","62","41","71","61","62","72","68","83","78","76","50","75","76","72","56","65","62","61","62","49","55","46","12","6","9","10","14","216003"
"71","196 cm","77 kg","24","Medium / Medium","3","2","65","69","68","70","71","73","67","57","70","54","55","70","65","59","78","78","79","80","54","73","64","63","41","35","30","45","37","32","30","7","7","13","10","15","212419"
"71","188 cm","81 kg","23","Medium / Medium","3","2","60","47","72","69","70","67","64","25","71","26","67","23","59","52","55","58","60","80","51","50","78","76","53","52","21","22","24","32","45","14","14","12","12","10","208534"
"71","185 cm","71 kg","23","High / Medium","3","2","74","70","26","18","23","56","66","72","54","56","67","58","65","58","77","74","67","63","53","70","60","68","67","74","62","67","38","69","56","6","9","11","7","16","206534"
"71","175 cm","81 kg","21","Medium / Medium","4","3","74","77","45","53","55","50","64","67","46","54","62","66","65","56","86","86","69","71","80","75","60","35","79","65","68","65","24","57","50","13","13","7","15","13","205540"
"71","191 cm","81 kg","24","Medium / Medium","4","2","65","58","70","71","75","65","61","18","69","33","67","29","62","60","67","68","68","75","63","62","72","72","33","21","23","27","57","34","17","9","14","12","8","7","202695"
"71","181 cm","69 kg","24","Medium / Medium","3","2","73","66","75","78","76","88","60","52","68","48","67","66","67","62","71","65","62","71","69","67","65","62","35","43","32","34","26","47","30","13","7","15","13","15","201999"
"71","178 cm","72 kg","24","High / Medium","2","2","71","74","65","68","67","68","68","65","65","63","60","64","65","55","87","89","76","82","80","79","77","62","74","56","53","62","34","68","64","10","9","8","7","9","200759"
"71","195 cm","90 kg","26","Medium / Medium","2","1","20","19","13","9","10","31","62","12","22","32","31","9","29","25","37","32","39","75","35","32","54","10","17","13","19","18","12","14","14","70","73","68","67","73","198511"
"71","183 cm","75 kg","28","High / Medium","3","2","73","69","62","63","68","51","71","72","63","69","69","61","73","69","68","65","71","72","60","68","71","73","72","70","72","64","59","63","69","10","8","7","6","6","186578"
"71","178 cm","81 kg","31","Medium / High","4","3","72","68","60","66","67","81","65","59","64","68","70","62","74","72","69","72","76","84","67","65","74","64","84","63","75","36","56","57","64","12","13","14","14","6","183385"
"71","172 cm","83 kg","29","High / Medium","3","3","69","71","32","28","35","68","69","72","22","61","67","64","63","41","80","76","71","61","79","76","72","68","70","73","62","43","58","68","66","9","11","9","15","16","169586"
"71","178 cm","79 kg","31","High / Medium","3","2","73","59","68","65","68","73","66","64","65","72","71","72","74","70","66","65","71","71","70","64","73","58","75","62","70","59","68","77","55","6","16","6","8","8","163625"
"71","193 cm","90 kg","38","Medium / Medium","3","1","23","10","16","18","14","12","66","10","15","32","21","10","34","12","33","43","29","59","36","44","59","13","22","10","12","10","11","18","19","74","71","73","69","69","152690"
"71","180 cm","77 kg","30","High / Medium","3","2","67","70","69","76","77","68","70","44","75","51","61","54","68","66","66","67","81","71","68","69","72","61","59","53","60","58","59","57","45","12","6","14","11","15","138722"
"71","190 cm","86 kg","38","Medium / Medium","3","1","24","14","13","13","12","41","74","12","25","11","61","12","23","22","42","46","30","69","39","34","68","14","14","15","11","15","13","41","13","71","70","61","69","72","29183"
"70","188 cm","77 kg","19","Medium / Medium","3","2","65","65","69","72","71","63","65","51","62","39","63","57","65","53","79","79","67","78","70","64","64","69","41","26","26","41","29","26","24","7","8","14","13","7","225100"
"70","175 cm","71 kg","20","Medium / Medium","4","3","76","75","61","65","66","79","69","55","66","66","70","57","75","68","79","74","79","63","82","79","60","47","60","56","57","48","57","45","44","15","6","12","15","13","224294"
"70","178 cm","68 kg","22","Medium / Medium","2","2","67","69","70","70","73","60","62","67","65","55","55","74","67","55","74","73","74","61","74","76","79","58","45","33","32","73","68","46","25","14","11","8","6","12","223747"
"71","185 cm","80 kg","22","Medium / Medium","3","2","73","70","66","66","69","65","69","54","69","72","71","42","75","70","72","68","68","74","58","76","71","68","71","41","67","51","38","49","29","8","12","15","9","8","205897"
"70","180 cm","70 kg","23","High / Medium","2","2","66","68","69","74","69","65","66","59","65","39","55","68","62","55","77","78","78","64","68","65","65","51","68","32","51","41","35","50","34","14","9","16","13","6","204847"
"70","185 cm","77 kg","27","Medium / Medium","3","2","61","62","68","69","72","71","71","53","69","59","71","70","62","60","72","74","77","72","60","70","85","65","61","45","60","60","45","51","44","14","13","14","14","12","204519"
"70","183 cm","77 kg","25","High / Medium","2","3","67","69","60","72","63","69","54","66","66","60","68","64","62","46","87","91","88","74","62","72","60","53","49","47","44","49","43","51","39","9","8","12","13","12","200309"
"70","186 cm","88 kg","36","Medium / High","3","2","46","37","67","69","68","89","61","49","69","43","65","64","57","53","30","44","34","85","34","33","55","76","77","47","52","53","65","69","37","7","6","14","16","6","148569"
"70","188 cm","89 kg","34","Medium / Medium","3","2","59","52","70","71","72","82","62","39","60","48","63","57","62","60","37","40","58","74","46","40","76","76","64","52","40","42","52","48","45","16","6","12","6","7","138726"
"70","193 cm","90 kg","37","Medium / Medium","3","1","31","18","11","20","19","36","74","14","23","42","64","20","21","40","40","42","29","70","47","38","70","10","25","19","20","19","12","13","20","73","67","78","68","65","13914"
"69","178 cm","71 kg","20","High / Medium","3","2","69","72","65","67","68","69","64","65","64","65","65","66","65","59","82","78","73","61","68","70","74","55","39","38","35","60","46","50","39","7","10","14","7","10","229984"
"69","185 cm","75 kg","19","Medium / Medium","3","3","76","73","24","22","15","31","54","64","22","63","52","54","71","58","78","75","65","68","70","73","69","62","68","69","59","54","42","71","67","9","9","14","15","10","225539"
"69","175 cm","72 kg","23","High / Medium","3","3","67","74","28","35","30","46","64","67","21","60","58","58","66","56","84","79","67","59","82","77","57","49","66","69","57","67","42","65","58","14","6","8","15","15","216268"
"69","184 cm","70 kg","22","Medium / Medium","2","1","24","13","12","12","16","20","62","12","16","31","29","20","24","23","48","48","30","45","51","63","69","16","18","15","14","10","14","21","16","70","75","64","63","69","209483"
"69","169 cm","72 kg","22","Medium / High","3","2","66","62","62","68","70","80","58","55","64","66","66","59","74","66","69","68","74","65","85","74","56","46","58","49","53","58","51","49","40","10","7","14","12","11","205990"
"69","193 cm","85 kg","24","Medium / Medium","3","1","26","13","12","20","20","37","57","12","13","49","37","22","27","46","59","57","14","70","49","49","60","26","28","16","26","22","20","42","23","66","71","73","66","72","202811"
"69","191 cm","74 kg","24","Medium / Medium","3","3","63","62","17","19","21","46","65","71","36","52","66","39","63","51","69","69","65","80","32","53","75","73","75","67","50","45","41","61","59","15","16","8","13","11","196932"
"69","184 cm","80 kg","29","Medium / Medium","2","1","19","13","12","14","14","33","62","13","16","19","31","19","15","13","33","34","38","40","56","38","57","15","15","14","12","16","17","11","14","62","70","70","64","77","192297"
"69","173 cm","72 kg","29","Medium / Medium","3","2","63","59","72","77","73","52","59","52","63","55","72","63","60","48","64","62","85","72","80","67","72","53","47","39","40","44","66","39","43","7","16","7","15","7","172966"
"69","193 cm","83 kg","34","Medium / Medium","4","1","20","11","12","19","13","42","67","14","23","56","59","19","26","24","56","49","37","69","45","63","71","14","24","17","19","17","19","20","15","69","71","69","61","70","53739"
"68","175 cm","69 kg","18","High / Medium","3","2","61","65","62","63","63","67","60","62","60","63","64","66","74","67","83","83","81","57","75","74","66","58","62","58","46","52","50","55","41","6","14","14","15","7","231281"
"68","189 cm","75 kg","21","Medium / Medium","3","2","68","65","66","68","70","60","66","40","63","55","71","52","62","44","64","66","76","75","71","60","73","64","48","30","27","33","30","38","27","14","14","10","11","13","228295"
"68","184 cm","82 kg","21","Medium / Medium","2","3","56","74","14","17","15","33","52","66","18","47","45","29","45","33","85","84","53","74","65","74","70","67","76","71","76","34","31","75","47","6","12","13","14","16","221618"
"68","183 cm","70 kg","21","Medium / Medium","2","2","61","64","64","68","71","63","57","49","66","40","54","70","64","62","77","78","68","63","65","72","61","56","34","36","38","63","62","51","37","11","10","8","15","14","218659"
"68","191 cm","83 kg","21","Medium / Medium","4","2","70","68","64","61","67","52","55","68","62","67","71","36","75","65","69","73","76","78","71","62","60","57","51","61","47","31","31","45","31","15","11","12","7","13","213666"
"68","178 cm","70 kg","21","Medium / Medium","3","3","71","75","24","22","23","32","47","57","32","63","48","64","62","56","85","86","61","56","76","85","56","32","65","65","64","62","69","53","59","10","15","14","7","15","212493"
"68","188 cm","74 kg","26","Medium / Medium","5","3","67","67","56","53","59","56","59","62","59","68","68","67","67","59","69","75","91","63","61","64","70","60","64","65","63","64","63","65","61","8","6","9","9","6","193884"
"68","189 cm","84 kg","25","Medium / Medium","2","1","16","13","11","14","14","33","59","9","23","33","31","12","29","17","46","50","32","62","41","67","67","11","19","11","12","12","11","14","15","67","70","64","65","73","188278"
"70","191 cm","83 kg","32","Medium / Medium","2","1","22","11","13","11","12","45","59","11","24","50","67","11","39","34","46","47","31","62","45","38","66","12","25","12","11","11","14","22","22","69","69","65","70","73","52326"
"67","185 cm","74 kg","20","Medium / Medium","3","2","67","65","65","70","71","63","65","50","56","45","69","40","68","57","78","81","74","73","57","65","57","62","51","37","42","39","35","40","40","8","13","9","12","16","225024"
"67","178 cm","68 kg","22","Medium / High","3","2","72","63","70","73","71","75","57","57","66","64","67","54","73","67","69","68","69","76","64","70","57","76","67","52","50","49","33","51","45","11","11","8","11","7","221890"
"67","178 cm","72 kg","24","Medium / Medium","4","3","66","68","34","16","40","51","60","61","24","60","52","62","59","56","88","87","70","57","79","79","72","46","52","52","47","53","43","49","47","12","9","7","11","9","203331"
"67","185 cm","84 kg","23","Medium / Medium","3","2","59","53","67","66","70","56","55","47","65","44","57","47","63","53","56","67","66","74","59","60","62","65","49","36","42","55","58","42","34","13","13","11","10","10","202697"
"67","187 cm","72 kg","24","Medium / Medium","3","3","69","68","32","20","28","55","55","65","39","56","66","40","68","51","77","75","63","60","63","74","63","62","73","65","61","48","47","67","62","11","10","15","11","6","201911"
"67","196 cm","86 kg","36","Medium / Medium","2","1","26","11","11","12","12","40","68","13","24","21","62","13","28","18","51","52","44","76","51","54","32","20","25","11","13","13","11","41","12","65","64","63","70","67","50723"
"66","183 cm","75 kg","19","Medium / Medium","3","3","77","68","45","57","47","46","63","50","27","55","60","56","74","71","73","76","60","75","61","61","58","57","67","57","47","60","49","57","56","14","15","11","9","10","236246"
"66","180 cm","78 kg","18","Medium / Medium","3","3","69","66","48","58","64","73","62","60","56","67","61","44","70","65","72","75","74","66","70","63","57","52","48","48","47","43","38","42","40","14","11","9","12","10","230005"
"66","173 cm","69 kg","21","Medium / Medium","4","3","70","69","47","50","54","76","59","54","31","65","64","58","67","65","82","79","59","65","78","57","54","51","64","56","55","55","58","59","53","14","13","11","13","8","222528"
"66","178 cm","71 kg","20","High / Low","2","2","67","67","20","29","21","34","55","66","19","61","54","45","53","35","87","86","58","57","72","77","76","64","67","68","49","48","31","60","49","11","9","16","11","7","221350"
"66","185 cm","82 kg","22","High / High","3","3","71","68","33","38","44","61","60","54","27","63","60","52","68","59","70","69","53","62","63","71","59","50","63","59","56","61","66","60","55","15","9","13","13","13","216321"
"66","183 cm","80 kg","24","Medium / Medium","2","2","62","67","67","67","66","70","66","49","55","47","57","65","63","51","77","75","67","68","64","72","76","61","45","35","31","54","35","43","32","6","7","14","14","11","206489"
"66","187 cm","82 kg","26","Low / Medium","2","2","51","47","65","67","66","70","57","48","64","30","65","23","45","37","53","54","34","78","51","60","80","65","56","14","25","35","32","31","16","8","8","7","14","7","194146"
"66","193 cm","78 kg","29","Medium / Medium","3","1","23","18","12","12","12","34","60","16","23","39","56","11","25","30","45","45","35","64","56","51","54","11","23","20","18","13","12","22","14","64","70","64","64","67","170008"
"65","170 cm","68 kg","18","High / Medium","4","3","72","73","22","21","23","28","46","61","20","58","57","43","63","48","82","78","61","39","82","83","57","30","61","62","50","62","47","58","44","10","13","13","9","6","231410"
"65","174 cm","78 kg","19","Medium / Medium","4","2","61","70","16","12","13","68","59","66","13","44","60","51","53","39","84","84","58","54","80","82","68","49","70","64","69","48","34","65","58","15","12","9","12","6","230899"
"65","177 cm","73 kg","19","Medium / Low","2","3","68","68","46","52","49","48","60","56","33","59","63","54","63","63","73","73","59","47","73","73","52","52","67","64","65","56","51","54","56","14","8","7","13","8","226401"
"65","196 cm","77 kg","21","Medium / Medium","3","1","27","20","14","14","16","28","62","14","22","35","33","14","32","41","48","49","31","64","42","40","64","14","24","15","17","20","15","34","19","64","64","66","66","63","216325"
"65","189 cm","87 kg","21","Medium / High","3","2","54","60","62","64","68","55","54","35","60","34","45","37","63","52","68","55","56","74","55","57","61","69","26","30","28","29","30","39","21","13","7","9","7","9","215211"
"65","176 cm","70 kg","22","Medium / Medium","3","2","56","55","53","58","60","70","62","59","62","50","40","77","62","60","81","83","79","62","75","75","64","35","40","42","49","63","27","40","23","13","14","15","12","8","210389"
"65","179 cm","65 kg","23","High / Medium","3","2","66","65","66","65","65","54","54","60","62","49","56","64","54","49","72","74","76","59","67","60","60","54","34","49","33","34","32","43","36","14","8","14","10","15","205596"
"64","191 cm","72 kg","19","Medium / Medium","3","2","55","26","64","64","65","60","63","27","65","56","63","24","38","28","65","68","63","64","67","38","74","67","40","25","25","28","22","36","26","14","10","12","8","7","229682"
"64","173 cm","74 kg","19","Medium / Low","3","3","71","65","44","48","46","45","51","48","42","67","70","54","74","72","66","67","61","48","81","72","55","43","62","61","51","65","50","49","44","10","16","9","8","7","228813"
"64","178 cm","64 kg","19","Medium / High","3","3","58","61","64","62","64","78","56","37","61","56","59","43","65","59","71","76","65","73","74","66","61","61","70","35","38","45","48","51","42","10","9","8","14","11","228332"
"64","177 cm","71 kg","19","Medium / Medium","4","3","63","65","57","58","59","58","62","56","61","60","55","60","68","66","79","75","72","68","70","74","58","38","58","51","54","44","36","54","39","10","15","7","9","13","225782"
"64","178 cm","64 kg","19","Medium / Low","4","3","59","69","24","32","33","40","53","58","28","50","56","54","67","57","82","85","56","62","67","74","42","44","56","63","56","52","50","66","44","10","12","6","10","16","224021"
"64","185 cm","77 kg","22","Medium / Medium","3","2","50","46","67","60","64","60","53","31","59","31","47","31","55","39","63","54","64","75","57","49","74","64","44","30","26","35","34","48","36","12","12","7","12","11","216791"
"64","180 cm","70 kg","22","Medium / Medium","3","2","65","68","62","61","63","55","62","47","56","57","57","67","60","57","74","78","61","59","73","74","61","47","48","47","51","67","47","52","42","7","12","12","12","9","215756"
"64","192 cm","76 kg","24","Medium / Medium","3","1","24","13","15","14","15","36","52","13","17","22","37","11","32","35","50","45","32","52","45","29","59","11","36","14","14","11","12","22","14","63","67","59","65","66","203841"
"64","189 cm","79 kg","24","Medium / Medium","3","1","26","12","20","11","11","28","65","13","28","19","33","15","35","34","42","42","40","58","44","48","48","13","22","11","15","14","12","27","15","60","64","65","58","67","199812"
"63","174 cm","72 kg","17","High / Medium","4","3","65","64","16","21","15","31","60","63","28","51","54","43","62","51","86","76","64","55","80","78","60","44","66","61","59","47","43","62","45","8","14","7","7","12","236248"
"63","175 cm","70 kg","17","Medium / Medium","3","3","65","73","22","20","17","36","55","42","18","58","55","35","60","47","89","87","58","57","78","74","58","56","66","64","54","51","39","60","55","11","8","12","11","11","235855"
"63","180 cm","75 kg","18","Medium / Medium","3","2","54","59","22","16","17","38","63","62","19","54","50","42","57","35","77","80","50","73","65","50","64","64","54","65","59","46","35","75","43","10","7","9","9","14","231447"
"63","183 cm","75 kg","19","Medium / Medium","3","3","59","72","41","42","41","45","62","62","47","61","43","41","68","62","82","75","54","57","59","79","64","54","63","41","46","46","43","53","46","16","10","11","15","8","228509"
"63","175 cm","65 kg","20","High / Medium","3","2","56","64","62","66","64","57","56","54","63","38","37","60","46","43","77","79","62","64","78","63","61","51","32","33","35","42","37","49","36","10","7","10","14","9","224656"
"63","168 cm","70 kg","21","High / Low","3","3","67","62","44","55","57","45","55","45","28","66","70","57","72","66","68","68","55","34","84","76","67","51","53","48","34","61","51","59","47","10","13","10","11","12","222922"
