"ID","pac","sho","pas","dri","def","phy"
"176920","73","45","51","55","69","70"
"236313","77","56","64","69","63","72"
"172825","68","60","68","70","39","47"
"173337","41","50","64","52","67","67"
"178713","64","63","64","65","60","75"
"191257","75","64","63","66","29","76"
"207898","74","64","50","64","27","76"
"156698","61","61","72","60","52","73"
"227866","63","66","60","62","28","80"
"183066","57","32","49","58","67","68"
"191002","32","60","63","61","66","68"
"152603","56","65","54","60","35","80"
"238619","62","30","57","47","67","79"
"176924","67","64","62","70","31","68"
"192540","71","59","65","68","27","69"
"204061","86","56","58","72","44","58"
"205085","65","43","54","55","69","77"
"215325","69","35","57","60","65","65"
"226077","63","35","46","45","68","72"
"228893","33","25","42","38","67","77"
"164637","53","41","63","53","60","82"
"234781","57","36","42","44","68","71"
"239645","59","26","39","39","66","76"
"195357","67","64","66","64","42","68"
"211742","75","56","69","66","51","66"
"229662","68","62","76","63","42","68"
"230430","56","70","65","68","62","74"
"232478","62","67","41","57","25","67"
"211231","76","51","62","65","62","64"
"220191","47","30","29","42","69","75"
"225567","64","56","65","71","39","42"
"172063","64","50","53","47","65","74"
"187935","61","68","71","67","38","54"
"215584","76","58","63","64","62","70"
"221984","72","59","63","64","61","75"
"235296","56","68","50","61","32","64"
"176928","62","50","67","59","64","71"
"207905","82","61","61","70","40","56"
"231713","72","49","65","70","31","47"
"170785","66","71","62","68","36","68"
"190497","74","64","56","70","30","63"
"198178","59","32","52","53","66","73"
"209954","73","61","67","72","49","62"
"221986","64","39","58","63","67","68"
"229154","69","63","61","70","29","61"
"233250","72","64","55","65","37","64"
"181794","69","68","56","63","28","71"
"202787","69","55","57","62","66","67"
"203043","93","66","59","70","32","64"
"229155","69","50","66","66","63","67"
"232227","75","65","53","71","20","62"
"198436","75","62","58","61","36","74"
"202788","72","65","55","65","27","60"
"212516","75","26","53","67","66","70"
"218660","83","59","60","72","29","53"
"231972","77","64","54","65","23","64"
"237348","59","49","64","65","58","73"
"239652","77","62","62","66","34","51"
"200741","72","34","47","54","68","70"
"203813","52","35","48","43","66","64"
"208165","37","39","57","46","66","72"
"232229","70","66","68","66","43","64"
"211238","77","63","64","66","51","64"
"214054","70","62","66","69","31","57"
"218662","75","63","59","72","24","77"
"239654","70","69","46","64","21","59"
"202535","77","61","61","69","18","65"
"221479","82","64","51","68","31","64"
"229927","69","56","68","75","36","57"
"190247","66","43","59","62","65","74"
"169000","64","57","66","66","59","65"
"187176","47","47","46","60","68","72"
"189736","84","62","66","70","53","72"
"200233","63","63","66","69","25","58"
"208169","78","30","49","62","67","75"
"208681","80","63","59","74","26","60"
"209961","66","65","53","60","32","77"
"215593","66","60","63","67","42","51"
"221481","76","66","61","66","26","62"
"220714","62","64","62","64","64","68"
"227370","68","66","71","70","42","64"
"206379","69","62","61","68","38","68"
"210219","61","66","52","64","23","67"
"216107","76","67","55","66","32","57"
"207660","70","63","62","66","63","70"
"210476","65","70","63","66","30","63"
"219948","72","68","49","69","38","61"
"231212","64","51","61","62","62","68"
"234284","83","64","61","67","30","66"
"193580","68","49","62","64","66","69"
"198701","72","63","54","68","25","71"
"202285","67","65","64","70","45","65"
"204846","65","63","66","69","40","65"
"212014","77","54","62","64","62","65"
"223790","91","61","57","69","31","67"
"231726","75","68","59","69","44","67"
"232750","62","23","35","33","66","78"
"184878","81","65","51","67","38","74"
"186414","83","67","62","66","20","78"
"190254","80","65","45","64","24","79"
"202799","83","59","61","73","24","49"
"214575","54","26","40","42","67","75"
"230447","55","39","60","42","70","67"
"178479","72","59","65","68","56","64"
"199728","68","49","64","61","66","73"
"222256","73","59","68","72","51","59"
"228144","60","70","68","63","54","74"
"235568","61","47","61","65","65","63"
"113456","78","59","62","68","40","62"
"201265","66","67","57","64","25","66"
"138289","51","51","67","61","73","63"
"232753","58","47","56","57","62","72"
"205874","65","68","64","67","46","67"
"230450","71","56","67","66","50","52"
"200499","66","41","62","66","66","77"
"202803","72","36","54","63","63","77"
"147251","71","64","51","67","38","71"
"216627","75","63","54","59","49","74"
"166451","69","67","61","70","32","61"
"235827","75","65","65","65","55","57"
"183347","67","64","65","69","48","68"
"223284","68","41","56","57","65","70"
"235828","54","32","44","47","66","76"
"234293","79","66","62","67","54","56"
"207926","69","63","63","69","49","66"
"210742","68","60","66","64","55","68"
"223030","60","66","57","62","64","81"
"224566","50","39","52","53","66","67"
"171574","69","72","65","59","47","67"
"239670","53","41","58","59","63","76"
"186422","83","63","59","70","42","72"
"194102","74","54","62","62","63","81"
"213303","71","62","59","66","27","60"
"177719","61","57","64","67","66","65"
"206136","43","47","39","36","69","75"
"223032","70","72","74","69","32","58"
"232760","72","26","32","41","66","77"
"233529","65","61","65","65","60","63"
"177465","67","63","59","72","29","62"
"212538","89","62","57","70","45","58"
"214330","77","59","59","67","25","66"
"219962","77","44","56","68","67","59"
"224314","60","49","61","67","62","63"
"224570","80","64","48","59","24","71"
"236858","50","32","31","44","68","69"
"189498","76","61","64","70","37","68"
"203835","65","66","61","66","32","70"
"224315","74","52","65","69","19","54"
"204860","72","66","48","63","23","64"
"219708","77","54","63","66","61","77"
"224316","71","35","50","58","66","63"
"235324","70","60","63","67","45","55"
"235580","53","59","57","62","65","79"
"224317","80","57","64","68","35","53"
"228413","72","64","60","76","52","60"
"105533","62","66","67","65","47","68"
"202814","86","51","60","67","60","63"
"229694","79","56","60","71","24","52"
"240190","71","62","60","66","57","68"
"199231","90","53","61","75","60","70"
"208959","76","41","59","66","64","70"
"213567","69","65","46","65","25","66"
"218687","73","47","67","69","64","70"
"227647","74","43","61","67","63","59"
"230975","72","63","54","69","22","66"
"200256","67","52","63","64","63","68"
"156480","32","41","61","48","67","62"
"159040","35","66","66","63","62","80"
"160064","62","47","51","51","65","72"
"191552","54","45","55","49","63","76"
"202305","72","62","69","66","52","65"
"206145","65","65","67","69","38","65"
"197954","60","66","66","68","51","67"
"179778","63","65","66","65","66","66"
"203331","87","51","58","69","33","60"
"207427","67","66","68","69","45","67"
"207683","68","70","62","70","43","61"
"225859","67","37","57","62","65","75"
"230467","65","60","63","67","27","62"
"173891","79","67","57","67","47","74"
"53827","46","67","71","67","62","73"
"204100","77","63","50","62","24","73"
"205380","66","65","65","68","56","64"
"207428","69","63","42","66","23","73"
"237892","44","65","56","55","42","74"
"202053","92","54","56","74","25","33"
"204101","73","62","64","68","29","58"
"230981","75","49","59","64","66","70"
"175941","69","29","51","41","63","75"
"230470","72","62","60","74","36","64"
"211527","69","67","67","67","30","59"
"212039","78","54","60","62","62","72"
"224071","87","59","60","69","41","70"
"230471","72","56","68","72","32","58"
"237895","78","63","62","70","30","63"
"177479","38","47","57","44","65","77"
"188487","79","55","65","70","50","77"
"206408","52","69","44","57","30","72"
"208968","67","63","66","70","44","66"
"225352","70","68","61","67","54","58"
"225864","72","54","62","72","39","48"
"229704","69","63","65","69","44","66"
"173128","62","35","45","48","66","73"
"192328","88","59","59","70","26","57"
"193864","61","57","63","67","58","65"
"197961","77","62","66","65","63","73"
"204105","77","39","56","64","62","67"
"214345","56","26","39","37","67","70"
"224329","78","64","65","67","21","56"
"215370","67","39","49","47","68","67"
"214091","75","61","70","68","59","75"
"222027","58","51","59","59","66","68"
"160075","60","46","58","55","67","67"
"173899","67","36","57","58","66","72"
"184139","68","66","61","68","42","65"
"203853","74","57","62","67","24","62"
"206157","50","49","54","53","65","76"
"230221","67","45","49","61","68","58"
"230477","78","55","58","68","55","68"
"234573","83","50","47","68","61","59"
"169805","47","62","69","65","61","70"
"204622","75","32","39","50","66","76"
"212046","80","59","63","70","44","63"
"222798","73","61","60","68","63","65"
"166990","69","33","59","64","64","69"
"233550","82","57","66","67","44","59"
"178766","60","69","73","68","20","66"
"49486","61","69","52","62","30","71"
"198223","72","58","65","70","49","65"
"9807","31","39","51","41","67","67"
"184143","82","65","52","68","24","57"
"219984","74","58","65","73","35","57"
"229456","72","38","52","62","66","61"
"229968","90","50","59","70","34","60"
"234832","66","36","55","61","64","76"
"235088","81","40","56","65","64","64"
"177488","64","56","57","56","67","78"
"227153","87","48","60","66","60","65"
"235345","70","65","68","66","40","63"
"171601","50","66","66","67","60","71"
"241233","73","40","60","67","65","57"
"176209","59","58","65","58","63","69"
"184657","52","36","47","55","66","74"
"209746","79","50","60","68","64","70"
"220754","55","27","31","43","68","71"
"223570","79","67","68","72","60","65"
"53074","46","64","71","68","46","58"
"186450","85","60","57","72","17","57"
"209491","46","38","44","48","65","74"
"215379","54","35","56","60","66","71"
"185171","41","64","66","60","62","80"
"196435","65","44","48","50","67","69"
"197716","77","64","61","67","37","72"
"200532","73","57","63","71","60","57"
"216660","69","35","48","52","68","65"
"227668","68","63","67","71","45","62"
"162388","56","34","50","49","65","74"
"231508","68","57","67","62","23","71"
"209493","69","28","40","36","67","70"
"162901","68","66","58","68","32","65"
"235093","68","46","55","62","67","48"
"186453","71","57","67","67","62","69"
"199510","47","67","52","55","24","79"
"214358","68","61","70","68","35","59"
"221014","59","68","41","63","29","63"
"160086","56","70","65","68","62","74"
"238678","59","25","41","45","64","79"
"205911","72","17","43","58","68","67"
"196952","69","43","65","62","65","68"
"139609","67","63","67","69","46","64"
"146521","75","40","63","62","63","66"
"227161","85","58","64","71","22","52"
"234841","70","70","64","69","32","60"
"216410","72","55","60","69","65","65"
"157018","69","65","68","68","25","67"
"238682","67","59","63","65","60","79"
"179802","63","60","65","64","61","67"
"208731","58","42","57","58","65","76"
"218971","66","65","70","68","41","65"
"227163","71","68","62","72","43","58"
"230491","74","59","65","64","35","43"
"202589","70","67","67","67","36","54"
"221789","80","30","56","62","66","65"
"162397","75","48","59","59","64","72"
"230493","80","64","52","69","23","58"
"189021","69","63","61","74","45","63"
"209502","81","65","59","68","25","47"
"209758","66","41","57","58","65","72"
"211294","52","44","48","40","66","73"
"215390","59","56","56","50","66","80"
"170078","84","35","57","65","61","69"
"238942","60","30","42","41","66","75"
"182878","67","68","59","66","25","54"
"205663","76","52","64","69","60","72"
"219743","69","44","53","60","64","77"
"221791","56","62","71","68","59","55"
"193631","66","55","59","64","64","72"
"210784","70","56","66","69","30","54"
"218464","83","68","59","64","21","75"
"179808","75","59","67","67","63","65"
"193632","90","63","60","68","22","60"
"209761","57","27","52","49","65","71"
"160097","55","39","60","42","70","67"
"235361","78","61","57","74","25","61"
"188257","67","17","56","60","65","77"
"199010","58","37","51","50","66","76"
"214882","60","32","34","37","66","76"
"227170","64","43","61","64","66","64"
"170594","63","58","64","65","61","66"
"173666","72","55","62","66","47","69"
"192354","81","60","56","74","26","59"
"204131","63","55","63","54","64","68"
"210019","69","64","70","71","32","61"
"214371","77","37","61","62","63","72"
"221539","69","72","54","63","23","49"
"160099","71","56","67","66","50","52"
"173155","88","65","66","66","61","77"
"210020","76","61","59","72","42","53"
"214884","49","44","45","59","64","77"
"220772","61","68","61","64","54","74"
"221284","69","26","57","60","65","77"
"223332","74","54","65","70","20","55"
"230244","57","61","60","60","68","60"
"238692","48","51","61","54","60","85"
"202341","75","61","65","68","26","59"
"239717","81","44","57","62","64","60"
"186725","43","22","48","39","64","80"
"232550","51","35","47","41","67","71"
"170342","43","32","38","32","67","76"
"187238","74","65","56","66","29","65"
"194662","64","67","47","55","20","69"
"213095","71","65","47","60","27","75"
"215143","65","34","58","60","72","72"
"228711","92","62","57","69","26","61"
"173671","50","37","41","45","65","79"
"184167","68","68","62","69","45","63"
"191847","80","63","64","68","60","69"
"199784","58","70","55","61","30","64"
"172648","51","47","60","55","65","71"
"189544","56","39","50","45","65","75"
"192616","69","66","66","68","48","64"
"223593","64","67","44","63","26","71"
"236393","80","67","56","64","22","52"
"169578","72","46","59","62","65","68"
"183147","66","32","52","52","65","70"
"191083","55","66","50","59","27","73"
"204652","74","66","63","70","33","65"
"226668","55","68","42","62","27","74"
"229996","72","66","64","68","38","69"
"190060","91","55","61","70","62","78"
"140141","65","66","66","68","27","46"
"165485","77","51","62","64","61","72"
"233581","73","61","63","67","40","53"
"193645","72","63","66","67","52","68"
"209518","65","67","49","64","27","67"
"194926","74","64","63","68","63","55"
"219759","76","48","64","72","35","64"
"157295","65","61","65","63","63","70"
"226671","69","54","65","67","60","66"
"183151","81","65","60","69","28","60"
"221552","61","52","59","63","63","80"
"160112","65","60","63","67","27","62"
"101488","67","67","58","66","34","64"
"233840","67","46","58","61","61","71"
"237424","71","60","62","69","57","59"
"240240","72","70","44","66","21","62"
"176240","87","51","51","62","63","75"
"183920","72","64","53","62","33","80"
"198257","63","34","62","63","66","65"
"229745","83","60","58","72","30","66"
"180337","66","67","64","70","41","62"
"142962","68","67","53","70","45","66"
"213106","66","65","67","67","56","81"
"217202","72","64","55","67","23","71"
"152690","67","65","62","63","34","69"
"205939","78","55","63","64","53","68"
"214131","70","62","58","64","45","67"
"160115","72","62","60","74","36","64"
"163955","34","20","49","54","65","73"
"164467","74","67","64","74","41","57"
"194163","72","48","66","59","64","71"
"199284","74","58","65","63","50","87"
"215668","81","66","59","67","46","68"
"225140","78","57","59","69","68","64"
"170612","63","61","65","60","62","67"
"183924","73","36","60","65","63","76"
"237429","63","24","45","43","69","66"
"145014","67","41","60","59","63","73"
"230262","71","56","69","72","34","63"
"235126","90","60","57","71","26","57"
"177782","41","54","66","65","62","72"
"118646","64","67","63","70","30","67"
"194934","71","64","60","69","52","65"
"201079","85","50","67","67","57","75"
"201847","72","66","58","65","36","66"
"218743","76","61","63","70","33","63"
"223607","73","34","51","61","65","66"
"215160","72","58","61","67","37","67"
"165496","69","50","61","61","70","67"
"239992","65","50","60","64","63","73"
"134777","35","44","63","51","69","60"
"202105","72","61","45","64","37","63"
"160121","62","66","60","68","35","53"
"224378","58","15","29","50","68","74"
"160122","78","55","58","68","55","68"
"211067","68","35","38","52","68","67"
"211323","58","32","45","44","69","60"
"215163","78","57","65","73","60","67"
"239483","58","47","56","56","65","75"
"4732","28","47","61","38","67","68"
"211325","64","49","67","67","57","71"
"155517","76","64","68","67","38","69"
"223357","63","62","66","70","54","59"
"190589","69","60","63","70","51","61"
"212094","59","21","29","35","73","64"
"219518","81","57","67","68","29","60"
"225150","79","58","59","74","24","46"
"232062","75","36","56","59","64","74"
"188798","54","54","58","53","65","75"
"200319","79","46","65","68","61","67"
"200831","71","66","60","70","31","64"
"206207","58","48","56","61","65","82"
"212095","61","39","56","35","66","71"
"226431","88","59","60","72","44","48"
"232831","68","27","48","36","70","64"
"170879","60","58","63","67","64","71"
"210304","75","49","65","70","32","48"
"212608","75","27","51","60","65","66"
"225664","77","61","60","71","31","62"
"229248","66","61","65","66","66","68"
"50816","55","61","68","65","66","68"
"198785","65","66","52","69","36","74"
"203393","79","62","60","67","56","74"
"150657","50","43","52","54","68","78"
"216193","53","32","44","47","66","76"
"217729","81","62","61","70","21","54"
"191105","84","51","61","64","59","67"
"199554","71","42","59","61","62","62"
"203138","60","52","64","67","66","72"
"206210","74","66","53","64","25","58"
"222338","73","26","46","50","65","68"
"160130","63","65","63","69","28","65"
"226434","59","31","38","48","67","72"
"171394","73","69","66","66","36","68"
"226179","76","38","58","67","63","59"
"238979","50","28","41","40","67","75"
"176003","75","63","59","72","30","50"
"184707","62","65","48","59","32","80"
"192643","59","61","69","68","61","63"
"219780","71","39","58","65","64","67"
"232580","62","34","41","43","68","70"
"173444","75","67","64","67","42","71"
"199813","66","57","60","61","63","79"
"223877","72","36","55","65","65","66"
"225669","83","62","60","65","63","75"
"230021","76","25","31","44","62","84"
"232581","65","33","42","51","66","79"
"189061","63","65","65","68","45","67"
"232582","52","32","35","37","66","72"
"178310","80","32","40","52","66","69"
"199815","63","60","66","65","51","64"
"143751","67","43","59","65","66","67"
"201352","67","63","65","70","43","64"
"209288","75","59","68","70","49","55"
"212104","79","57","59","71","63","60"
"160136","74","59","65","64","35","43"
"230280","82","57","55","73","42","63"
"237960","76","50","56","66","64","73"
"177544","41","39","57","52","65","75"
"208521","35","33","48","42","67","69"
"210313","81","65","67","69","39","54"
"223113","74","65","51","64","37","66"
"160137","80","64","52","69","23","58"
"225673","65","43","48","48","65","78"
"240265","68","68","55","65","18","72"
"198538","66","58","59","58","62","79"
"210570","75","62","62","69","33","55"
"223114","66","64","62","69","42","60"
"226442","67","50","53","62","67","66"
"230282","65","55","60","73","50","54"
"165258","39","39","54","40","65","70"
"203915","51","24","41","45","67","70"
"156299","32","45","54","46","65","63"
"229259","59","37","44","38","67","78"
"167563","66","64","63","68","40","67"
"221580","49","31","42","42","65","80"
"167564","67","70","69","63","51","64"
"218253","69","61","60","70","45","54"
"220045","76","59","61","72","38","48"
"223117","80","46","58","63","66","76"
"230285","72","66","52","63","27","68"
"234381","66","34","47","49","67","71"
"177805","60","30","40","42","65","74"
"213646","68","65","62","67","28","68"
"220558","56","54","64","67","56","63"
"212879","84","63","61","67","28","68"
"215695","45","31","40","37","67","71"
"200336","68","30","45","51","67","65"
"219536","76","64","53","70","22","64"
"222352","79","63","49","65","23","66"
"224144","81","50","62","72","47","49"
"230288","83","69","54","73","37","58"
"230800","65","62","49","65","21","62"
"233616","55","30","39","45","67","72"
"211857","71","35","56","55","66","68"
"212625","66","32","54","57","67","69"
"221841","87","67","54","67","26","67"
"227217","91","56","59","64","24","54"
"178321","55","63","67","67","46","51"
"212114","83","60","58","74","35","44"
"226706","84","55","60","70","33","52"
"125586","65","68","58","62","46","71"
"202131","77","55","61","67","55","72"
"232595","68","60","63","66","55","73"
"172179","65","53","58","58","65","71"
"177299","62","63","74","63","46","76"
"204436","66","58","62","77","34","51"
"224148","79","61","60","76","27","61"
"225172","74","59","63","70","34","61"
"237460","54","24","42","39","66","72"
"224149","75","63","59","71","29","57"
"49045","49","69","57","58","21","71"
"189077","77","66","60","71","38","58"
"220054","70","61","66","71","47","59"
"224150","67","55","65","65","58","71"
"235670","74","63","60","69","39","59"
"232599","76","38","53","61","66","69"
"240023","70","67","61","64","22","56"
"198040","70","60","65","71","52","64"
"206488","71","63","61","69","49","66"
"208024","54","26","43","52","66","73"
"209816","66","41","43","54","64","78"
"236696","72","62","62","70","18","57"
"238232","79","65","49","71","27","49"
"193688","58","53","51","52","65","69"
"215449","75","65","64","67","28","57"
"230297","73","72","52","62","27","64"
"201114","83","60","60","71","22","57"
"204442","76","55","63","63","64","69"
"144282","76","64","64","71","29","53"
"219546","84","37","50","60","66","72"
"232346","60","58","59","63","63","72"
"210843","77","43","57","61","63","75"
"213659","72","45","53","60","65","75"
"215195","73","66","61","69","35","57"
"220059","58","44","59","58","63","68"
"222875","81","55","60","72","35","65"
"235163","65","54","60","60","64","72"
"237211","76","37","56","69","61","66"
"173211","79","40","58","61","62","62"
"187035","66","58","59","63","66","70"
"190619","63","63","59","72","46","69"
"205724","73","62","55","70","44","61"
"213404","66","46","61","59","65","74"
"222364","87","62","56","72","27","59"
"228508","65","42","45","51","67","69"
"147613","66","61","67","71","39","52"
"222109","76","53","63","67","47","71"
"202654","69","47","49","55","67","78"
"204958","75","58","62","68","61","62"
"227998","81","62","47","65","35","73"
"231838","69","38","57","54","66","73"
"237214","64","32","50","47","65","75"
"187550","70","53","57","58","67","82"
"191390","84","45","66","73","58","72"
"205215","57","29","51","52","66","72"
"214175","57","48","60","56","64","73"
"223135","51","52","55","59","66","73"
"159904","65","63","61","77","44","64"
"232608","77","60","64","69","31","54"
"184480","71","67","60","68","37","72"
"212385","64","27","30","35","67","76"
"159905","66","68","63","72","48","64"
"167329","67","67","66","68","39","71"
"167841","74","68","65","69","37","71"
"185249","79","53","57","65","67","65"
"186529","76","54","61","66","66","63"
"216482","76","55","64","73","36","45"
"211363","70","34","55","55","64","78"
"226723","85","45","56","62","62","54"
"177315","52","65","68","69","29","61"
"193187","83","59","58","72","35","53"
"209316","65","56","73","72","59","55"
"53412","61","41","53","52","67","70"
"188836","70","63","70","65","35","69"
"203173","72","54","65","68","38","41"
"143013","75","53","62","68","64","63"
"212645","75","40","59","63","63","58"
"228261","35","28","43","43","68","70"
"183973","64","40","54","49","66","73"
"186533","84","61","58","70","53","56"
"202662","80","60","60","67","26","59"
"209062","76","63","56","60","32","82"
"172966","59","42","57","62","69","69"
"173734","68","45","56","59","65","72"
"210599","69","61","64","70","48","68"
"221095","79","69","52","70","22","61"
"223143","74","31","53","68","62","73"
"224423","77","62","61","69","61","66"
"228519","90","61","53","70","27","49"
"237223","70","63","64","65","59","75"
"180903","67","67","63","69","31","62"
"206249","72","45","62","67","62","69"
"224425","85","59","56","69","31","64"
"232617","81","60","61","68","45","57"
"233897","82","63","60","69","25","68"
"235177","60","65","65","62","59","65"
"192169","45","57","69","61","49","71"
"211626","79","60","63","68","44","62"
"168362","63","64","46","59","34","74"
"237226","81","45","53","67","66","69"
"214187","72","62","59","70","56","61"
"220075","74","62","64","68","60","78"
"232875","54","48","62","61","64","75"
"238507","69","41","54","65","66","69"
"230316","63","66","62","75","42","68"
"47020","64","66","65","65","46","71"
"216237","60","56","70","66","48","63"
"234413","79","54","61","69","59","67"
"208302","77","61","63","64","63","76"
"232622","52","69","48","63","27","65"
"191662","67","61","65","67","64","80"
"203439","79","52","63","68","32","55"
"232111","74","66","47","62","18","73"
"232879","53","54","67","62","64","68"
"183471","74","66","68","67","48","65"
"125103","67","38","56","64","67","67"
"169648","68","60","63","72","39","62"
"202161","84","55","60","72","47","70"
"187313","75","66","57","63","30","66"
"202162","65","44","55","55","67","72"
"232882","73","42","63","66","64","70"
"168882","55","55","66","63","64","75"
"193458","70","52","61","67","63","70"
"204468","71","61","62","73","36","57"
"213428","68","67","65","66","46","67"
"220084","88","56","61","71","17","60"
"114356","73","55","75","69","52","64"
"231093","53","24","46","47","68","70"
"232373","63","45","47","56","67","70"
"183477","66","67","64","72","36","68"
"191157","69","34","58","63","65","73"
"192437","69","61","66","69","36","68"
"198070","71","64","67","68","52","68"
"214198","70","58","62","66","65","71"
"227766","57","32","40","38","68","74"
"197303","67","62","67","70","49","56"
"201911","73","66","55","68","34","61"
"209335","74","58","64","64","62","70"
"214199","65","56","63","60","64","66"
"228279","72","65","63","65","43","61"
"232887","65","55","64","74","27","50"
"241079","60","46","66","63","62","63"
"195255","78","58","62","67","66","58"
"220600","77","53","65","64","61","58"
"195256","76","58","65","71","56","71"
"221625","65","66","42","62","22","70"
"233145","71","59","59","73","31","58"
"183993","58","67","62","62","59","82"
"202170","65","42","58","57","62","76"
"218298","69","66","66","70","29","65"
"222394","71","66","45","67","19","56"
"230074","68","35","61","67","69","58"
"217787","62","26","37","39","64","79"
"221627","79","64","62","69","28","60"
"238779","50","26","43","43","65","74"
"208316","63","66","69","64","49","61"
"215228","34","36","43","34","68","75"
"219836","67","65","61","69","43","62"
"220348","76","43","61","63","61","72"
"234172","83","52","53","61","62","78"
"239804","59","54","63","56","68","70"
"240316","76","50","61","66","64","54"
"176061","67","54","61","65","65","66"
"203454","75","57","65","67","62","65"
"203966","72","43","57","61","68","74"
"207806","88","65","59","68","59","73"
"215230","33","53","43","49","67","75"
"198591","75","61","56","65","38","79"
"203455","73","64","64","66","59","72"
"230079","91","63","56","73","22","60"
"169919","78","60","64","66","45","62"
"210112","77","60","60","73","35","46"
"201921","80","69","51","65","28","59"
"210881","69","63","65","71","63","72"
"212417","64","39","48","57","67","67"
"119233","68","50","65","65","65","69"
"208834","53","32","39","45","68","69"
"169410","74","67","65","69","48","74"
"235202","75","53","65","65","64","75"
"200387","65","66","59","65","38","75"
"201411","49","24","46","36","67","77"
"207811","75","52","67","65","56","74"
"213699","75","64","39","67","25","69"
"214211","84","63","55","70","28","65"
"226499","69","58","62","67","64","63"
"171971","74","65","67","66","61","75"
"192963","87","63","59","66","30","66"
"211908","70","63","58","74","56","64"
"237252","84","31","58","61","63","69"
"187076","75","62","54","71","20","62"
"203461","73","52","64","65","65","63"
"213189","65","66","51","60","55","72"
"225733","72","67","55","70","20","55"
"233157","62","69","62","68","27","68"
"235717","66","53","66","71","38","57"
"187589","75","55","65","72","58","65"
"197062","66","48","58","62","69","70"
"200646","59","51","64","64","61","69"
"208838","73","63","62","70","43","52"
"215238","68","58","65","68","57","74"
"155334","65","38","49","54","64","77"
"231110","39","42","58","43","65","67"
"148423","34","61","71","68","32","48"
"215751","53","67","47","65","24","62"
"241095","76","63","63","70","31","61"
"198856","65","39","56","53","64","74"
"220872","70","55","63","70","47","64"
"165064","59","51","58","55","66","71"
"237768","70","59","66","65","48","67"
"184520","65","64","61","64","36","70"
"191432","72","51","65","65","64","79"
"204489","78","66","58","73","29","56"
"209609","84","61","63","67","54","69"
"213449","88","52","62","63","60","69"
"159945","67","45","49","61","68","58"
"226249","79","56","54","68","62","73"
"237513","68","64","64","72","35","59"
"188617","58","56","67","64","57","69"
"226506","54","52","60","62","64","79"
"235466","52","69","68","64","44","62"
"184266","70","53","68","70","57","65"
"192970","80","63","61","70","27","63"
"199883","64","66","48","58","33","78"
"204235","76","57","59","72","59","62"
"210635","67","45","55","55","67","72"
"231627","67","64","50","66","21","60"
"235467","79","63","62","73","32","51"
"171723","53","38","40","41","67","77"
"177099","65","46","57","42","65","71"
"178379","66","54","59","61","65","72"
"198348","75","64","67","70","42","52"
"215756","75","48","61","70","63","68"
"230860","77","58","64","68","64","72"
"125132","72","61","68","67","57","62"
"208589","68","59","63","65","52","66"
"210381","73","67","65","62","64","71"
"215245","67","60","67","70","58","63"
"232909","66","35","54","55","64","68"
"190669","70","60","64","71","30","65"
"220878","71","35","45","42","68","67"
"223438","67","64","62","69","44","67"
"180174","82","38","58","64","64","70"
"212431","43","23","50","36","68","72"
"212687","76","62","60","66","49","72"
"221647","85","39","59","68","59","67"
"226767","33","35","43","48","66","78"
"179663","75","54","62","67","65","64"
"211920","66","66","45","60","30","80"
"189392","68","71","67","65","53","72"
"210129","87","68","64","70","60","72"
"216273","52","43","56","55","64","81"
"153297","67","69","66","69","30","70"
"227537","31","67","39","53","27","78"
"176849","68","45","51","57","70","75"
"184273","78","64","63","67","62","71"
"198354","72","68","60","68","25","61"
"214482","75","40","53","66","65","66"
"215251","69","62","66","72","45","65"
"231891","73","60","65","67","37","59"
"201172","76","61","62","66","30","71"
"219604","88","63","51","73","22","67"
"202453","67","65","70","67","67","66"
"226773","63","60","58","67","62","68"
"230869","70","69","62","68","47","61"
"189141","72","65","59","68","31","62"
"206038","72","68","45","62","31","61"
"232406","69","36","52","60","64","80"
"240342","70","58","64","67","33","68"
"212439","74","26","34","40","67","75"
"213719","65","66","62","67","43","68"
"216535","86","57","58","64","61","67"
"221911","35","32","39","39","67","71"
"158167","69","36","48","50","65","72"
"189655","72","62","52","60","29","84"
"192471","66","63","65","67","65","64"
"202456","59","66","50","59","27","77"
"206040","76","54","61","66","65","71"
"211672","85","63","53","69","18","60"
"228568","85","65","61","71","42","60"
"234712","64","63","69","70","28","65"
"180440","57","47","52","58","66","69"
"202457","66","64","63","68","39","66"
"221657","85","63","51","66","22","68"
"224217","69","41","60","61","65","83"
"159961","57","61","60","60","68","60"
"229849","69","56","70","67","62","62"
"190425","71","67","49","68","28","62"
"190937","75","63","57","69","27","70"
"208602","47","67","71","64","65","71"
"220122","80","39","58","60","63","61"
"190682","63","51","65","67","60","70"
"200667","61","65","67","64","61","70"
"224987","66","65","61","70","42","68"
"179931","72","46","48","42","64","78"
"184283","68","46","58","62","65","70"
"190939","74","69","53","65","29","59"
"213724","62","58","61","68","40","50"
"158172","68","50","62","65","65","72"
"228828","71","33","43","47","66","69"
"234716","69","48","57","48","69","73"
"235996","87","63","57","66","32","68"
"193244","67","67","66","66","43","66"
"233437","72","34","58","64","70","62"
"238557","60","31","45","41","66","73"
"189661","73","63","57","68","23","61"
"193245","66","64","62","66","30","70"
"211422","56","65","50","61","27","74"
"156894","68","61","62","65","61","79"
"235486","72","43","59","63","65","71"
"171743","69","54","78","68","43","65"
"184031","75","63","63","66","40","69"
